date,campaign,impressions,adClicks,adCost,CPC,CTR,costPerConversion,newVisits,visits,bounces,organicSearches
20121122,GSN-Product-Mob,220,1,17.85,17.85,0.454545455,0,0,0,0,0
20121122,JARUNEE-Interests,356123,558,3010.32,5.39483871,0.156687437,0,0,0,0,0
20121122,JARUNEE-Placements,72400,81,501.54,6.191851852,0.111878453,0,0,0,0,0
20121122,JARUNEE-Topic,109060,109,502.12,4.606605505,0.099944984,0,0,0,0,0
20121122,MEDICAL-2410-3110-Keywords,158396,167,696.25,4.169161677,0.105431955,0,0,0,0,0
20121122,POLICY-2410-3110-Interests,127669,279,1199.15,4.298028674,0.218533865,0,0,0,0,0
20121122,POLICY-2410-3110-Topic,229214,270,1059.4,3.923703704,0.117793852,0,0,0,0,0
20121122,Remarketing,23676,71,539.5,7.598591549,0.299881737,0,0,0,0,0
20121123,(not set),0,0,0,0,0,0,3353,8045,2982,1065
20121123,4JRNE-1510-1910-Keywords,163596,255,1001.83,3.928745098,0.155871782,0,0,0,0,0
20121123,CASHLESS-2410-3110-Interests,148031,257,1125.19,4.378171206,0.173612284,0,0,0,0,0
20121123,CASHLESS-2410-3110-Topics,240522,287,1168.3,4.070731707,0.119323804,0,0,0,0,0
20121123,GDN-Desktop,36288,24,303.77,12.65708333,0.066137566,0,0,0,0,0
20121123,GDN-Mo,93370,39,197.14,5.054871795,0.041769305,0,0,0,0,0
20121123,GSN-Brand,1608,292,1375.66,4.711164384,18.15920398,0,0,0,0,0
20121123,GSN-Brand-Mob,281,20,45.54,2.277,7.117437722,0,0,0,0,0
20121123,GSN-Competitor,398,23,412.63,17.94043478,5.778894472,0,0,0,0,0
20121123,GSN-Competitor-Mob,98,0,0,0,0,0,0,0,0,0
20121123,GSN-Generic,17092,255,5933.31,23.26788235,1.491926047,0,0,0,0,0
20121123,GSN-Generic-Mob,1412,10,181.08,18.108,0.708215297,0,0,0,0,0
20121123,GSN-Product,1297,32,387.23,12.1009375,2.467232074,0,0,0,0,0
20121123,GSN-Product-Mob,211,2,21.54,10.77,0.947867299,0,0,0,0,0
20121123,JARUNEE-Interests,337273,575,3020.02,5.252208696,0.170485037,0,0,0,0,0
20121123,JARUNEE-Placements,97769,100,499.26,4.9926,0.102281909,0,0,0,0,0
20121123,JARUNEE-Topic,85119,113,504.2,4.461946903,0.132755319,0,0,0,0,0
20121123,MEDICAL-2410-3110-Placements,179861,275,1114.61,4.053127273,0.152895847,0,0,0,0,0
20121123,POLICY-2410-3110-Keywords,215766,288,1198.51,4.161493056,0.133477934,0,0,0,0,0
20121123,Remarketing,30645,49,393.64,8.033469388,0.159895578,0,0,0,0,0
20121124,(not set),0,0,0,0,0,0,1461,3992,1704,554
20121124,GDN-Desktop,36422,25,318.66,12.7464,0.068639833,0,0,0,0,0
20121124,GDN-Mo,94374,43,196.43,4.568139535,0.045563397,0,0,0,0,0
20121124,GSN-Brand,900,155,655.67,4.230129032,17.22222222,0,0,0,0,0
20121124,GSN-Brand-Mob,189,13,12.89,0.991538462,6.878306878,0,0,0,0,0
20121124,GSN-Competitor,259,15,277.24,18.48266667,5.791505792,0,0,0,0,0
20121124,GSN-Competitor-Mob,93,3,19.74,6.58,3.225806452,0,0,0,0,0
20121124,GSN-Generic,10557,185,4247.08,22.95718919,1.752391778,0,0,0,0,0
20121124,GSN-Generic-Mob,1970,19,348.48,18.34105263,0.964467005,0,0,0,0,0
20121124,GSN-Product,1053,25,318.77,12.7508,2.374169041,0,0,0,0,0
20121124,GSN-Product-Mob,319,5,61.44,12.288,1.567398119,0,0,0,0,0
20121124,JARUNEE-Interests,353148,598,3004.8,5.024749164,0.169334104,0,0,0,0,0
20121124,Remarketing,28880,44,328.51,7.466136364,0.152354571,0,0,0,0,0
20121125,(not set),0,0,0,0,0,0,1582,3189,1534,572
20121125,GDN-Desktop,46003,25,298.23,11.9292,0.054344282,0,0,0,0,0
20121125,GDN-Mo,47909,40,196.48,4.912,0.08349162,0,0,0,0,0
20121125,GSN-Brand,746,144,609.1,4.229861111,19.30294906,0,0,0,0,0
20121125,GSN-Brand-Mob,214,18,38.89,2.160555556,8.411214953,0,0,0,0,0
20121125,GSN-Competitor,172,13,243.55,18.73461538,7.558139535,0,0,0,0,0
20121125,GSN-Competitor-Mob,98,2,26.76,13.38,2.040816327,0,0,0,0,0
20121125,GSN-Generic,9868,224,4971.63,22.19477679,2.269963518,0,0,0,0,0
20121125,GSN-Generic-Mob,2633,17,313.83,18.46058824,0.645651348,0,0,0,0,0
20121125,GSN-Product,1183,12,188.23,15.68583333,1.014370245,0,0,0,0,0
20121125,GSN-Product-Mob,289,5,53.4,10.68,1.730103806,0,0,0,0,0
20121125,JARUNEE-Interests,371555,579,3016.74,5.210259067,0.155831573,0,0,0,0,0
20121125,Remarketing,25362,51,436.96,8.567843137,0.201088242,0,0,0,0,0
20121126,(not set),0,0,0,0,0,0,3524,8782,3238,1065
20121126,4JRNE-1510-1910-Keywords,161470,258,1083.41,4.199263566,0.159782003,0,0,0,0,0
20121126,CASHLESS-2410-3110-Keywords,235279,255,1060.26,4.157882353,0.108381964,0,0,0,0,0
20121126,GDN-Desktop,30072,22,315.14,14.32454545,0.073157755,0,0,0,0,0
20121126,GDN-Mo,29120,38,216.37,5.693947368,0.130494505,0,0,0,0,0
20121126,GSN-Brand,1893,327,1417.77,4.335688073,17.27416799,0,0,0,0,0
20121126,GSN-Brand-Mob,275,17,25.84,1.52,6.181818182,0,0,0,0,0
20121126,GSN-Competitor,505,28,551.16,19.68428571,5.544554455,0,0,0,0,0
20121126,GSN-Competitor-Mob,131,3,29.5,9.833333333,2.290076336,0,0,0,0,0
20121126,GSN-Generic,17793,353,8224.55,23.2990085,1.983926263,0,0,0,0,0
20121126,GSN-Generic-Mob,2406,12,196.49,16.37416667,0.498753117,0,0,0,0,0
20121126,GSN-Product,1520,35,356.18,10.17657143,2.302631579,0,0,0,0,0
20121126,GSN-Product-Mob,228,5,60.44,12.088,2.192982456,0,0,0,0,0
20121126,JARUNEE-Interests,377686,588,3258.01,5.540833333,0.155684881,0,0,0,0,0
20121126,JARUNEE-Placements,99821,110,543.94,4.944909091,0.110197253,0,0,0,0,0
20121126,JARUNEE-Topic,111875,111,548.15,4.938288288,0.099217877,0,0,0,0,0
20121126,MEDICAL-2410-3110-Interests,146868,237,1068.45,4.508227848,0.161369393,0,0,0,0,0
20121126,MEDICAL-2410-3110-Topics,396792,262,1095.72,4.182137405,0.066029557,0,0,0,0,0
20121126,POLICY-2410-3110-Placements,55868,69,376.42,5.455362319,0.123505406,0,0,0,0,0
20121126,Remarketing,36682,54,457.24,8.467407407,0.147211166,0,0,0,0,0
20121127,(not set),0,0,0,0,0,0,3280,8739,2927,1254
20121127,4JRNE-1510-1910-Keywords,161606,272,1005.96,3.698382353,0.168310583,0,0,0,0,0
20121127,CASHLESS-2410-3110-Keywords,169514,228,902.49,3.958289474,0.134502165,0,0,0,0,0
20121127,GDN-Desktop,27736,28,313.76,11.20571429,0.100951832,0,0,0,0,0
20121127,GDN-Mo,17730,31,198.01,6.387419355,0.174844896,0,0,0,0,0
20121127,GSN-Brand,1767,333,1610.35,4.835885886,18.84550085,0,0,0,0,0
20121127,GSN-Brand-Mob,246,24,51.15,2.13125,9.756097561,0,0,0,0,0
20121127,GSN-Competitor,458,28,580.21,20.72178571,6.113537118,0,0,0,0,0
20121127,GSN-Competitor-Mob,123,5,43.68,8.736,4.06504065,0,0,0,0,0
20121127,GSN-Generic,19611,296,6487.55,21.91739865,1.509356994,0,0,0,0,0
20121127,GSN-Generic-Mob,1348,18,330.41,18.35611111,1.335311573,0,0,0,0,0
20121127,GSN-Product,1359,24,290.75,12.11458333,1.766004415,0,0,0,0,0
20121127,GSN-Product-Mob,256,5,46.81,9.362,1.953125,0,0,0,0,0
20121127,JARUNEE-Interests,395650,581,3045.4,5.241652324,0.146846961,0,0,0,0,0
20121127,JARUNEE-Placements,83729,106,502.94,4.744716981,0.126598908,0,0,0,0,0
20121127,JARUNEE-Topic,183777,112,506.74,4.524464286,0.060943426,0,0,0,0,0
20121127,MEDICAL-2410-3110-Interests,89805,148,689,4.655405405,0.164801514,0,0,0,0,0
20121127,MEDICAL-2410-3110-Topics,257865,177,710.16,4.01220339,0.068640568,0,0,0,0,0
20121127,POLICY-2410-3110-Placements,163373,223,1151.34,5.162959641,0.136497463,0,0,0,0,0
20121127,Remarketing,41876,67,605.78,9.041492537,0.159996179,0,0,0,0,0
20121128,(not set),0,0,0,0,0,0,3962,9646,3317,1071
20121128,4JRNE-1510-1910-Keywords,155504,255,995.39,3.903490196,0.16398292,0,0,0,0,0
20121128,CASHLESS-2410-3110-Placements,123665,246,1006.58,4.091788618,0.198924514,0,0,0,0,0
20121128,GDN-Desktop,66061,23,297.63,12.94043478,0.034816306,0,0,0,0,0
20121128,GDN-Mo,49370,41,200.22,4.883414634,0.083046384,0,0,0,0,0
20121128,GSN-Brand,1432,277,1388.16,5.011407942,19.34357542,0,0,0,0,0
20121128,GSN-Brand-Mob,245,13,17.26,1.327692308,5.306122449,0,0,0,0,0
20121128,GSN-Competitor,390,17,309.78,18.22235294,4.358974359,0,0,0,0,0
20121128,GSN-Competitor-Mob,131,2,25.49,12.745,1.526717557,0,0,0,0,0
20121128,GSN-Generic,12271,218,5078.47,23.29573394,1.776546329,0,0,0,0,0
20121128,GSN-Generic-Mob,1085,2,18.2,9.1,0.184331797,0,0,0,0,0
20121128,GSN-Product,892,24,265.01,11.04208333,2.69058296,0,0,0,0,0
20121128,GSN-Product-Mob,175,4,55.91,13.9775,2.285714286,0,0,0,0,0
20121128,JARUNEE-Interests,288958,554,2555.19,4.612256318,0.191723365,0,0,0,0,0
20121128,JARUNEE-Placements,82957,119,494.08,4.151932773,0.14344781,0,0,0,0,0
20121128,JARUNEE-Topic,156538,122,488.64,4.005245902,0.077936348,0,0,0,0,0
20121128,MEDICAL-2410-3110-Interests,28,0,0,0,0,0,0,0,0,0
20121128,MEDICAL-2410-3110-Keywords,177621,168,705.58,4.199880952,0.094583411,0,0,0,0,0
20121128,POLICY-2410-3110-Interests,145841,317,1225.01,3.864384858,0.217360002,0,0,0,0,0
20121128,POLICY-2410-3110-Topic,279877,287,1147.34,3.997700348,0.102545047,0,0,0,0,0
20121128,Remarketing,40934,89,838.35,9.419662921,0.217423169,0,0,0,0,0
20121129,(not set),0,0,0,0,0,0,4175,9761,3536,1114
20121129,4JRNE-1510-1910-Keywords,183230,247,966.69,3.913724696,0.134803253,0,0,0,0,0
20121129,CASHLESS-2410-3110-Placements,133134,222,955.96,4.306126126,0.16674929,0,0,0,0,0
20121129,GDN-Desktop,60621,21,280.82,13.37238095,0.034641461,0,0,0,0,0
20121129,GDN-Mo,26431,36,188.32,5.231111111,0.1362037,0,0,0,0,0
20121129,GSN-Brand,1586,299,1572.99,5.26083612,18.85245902,0,0,0,0,0
20121129,GSN-Brand-Mob,291,11,25.32,2.301818182,3.780068729,0,0,0,0,0
20121129,GSN-Competitor,432,28,481.39,17.1925,6.481481481,0,0,0,0,0
20121129,GSN-Competitor-Mob,111,3,12.59,4.196666667,2.702702703,0,0,0,0,0
20121129,GSN-Generic,14270,228,5303.62,23.26149123,1.597757533,0,0,0,0,0
20121129,GSN-Generic-Mob,1038,15,218.87,14.59133333,1.445086705,0,0,0,0,0
20121129,GSN-Product,1207,19,272.1,14.32105263,1.574150787,0,0,0,0,0
20121129,GSN-Product-Mob,254,1,9.63,9.63,0.393700787,0,0,0,0,0
20121129,JARUNEE-Interests,293870,550,2537.22,4.613127273,0.187157587,0,0,0,0,0
20121129,JARUNEE-Placements,78251,123,490.51,3.987886179,0.15718649,0,0,0,0,0
20121129,JARUNEE-Topic,144509,120,484.84,4.040333333,0.083039811,0,0,0,0,0
20121129,MEDICAL-2410-3110-Keywords,150435,170,670.26,3.942705882,0.113005617,0,0,0,0,0
20121129,POLICY-2410-3110-Interests,107687,287,1180.52,4.113310105,0.266513135,0,0,0,0,0
20121129,POLICY-2410-3110-Topic,295981,281,1092.27,3.887081851,0.094938526,0,0,0,0,0
20121129,Remarketing,44595,59,421.76,7.148474576,0.132301828,0,0,0,0,0
20121130,(not set),0,0,0,0,0,0,3402,8623,2702,1010
20121130,4JRNE-1510-1910-Keywords,140720,228,932.19,4.088552632,0.162023877,0,0,0,0,0
20121130,CASHLESS-2410-3110-Interests,140905,256,1111.78,4.342890625,0.181682694,0,0,0,0,0
20121130,CASHLESS-2410-3110-Topics,332511,284,1142.68,4.023521127,0.085410708,0,0,0,0,0
20121130,GDN-Desktop,237190,108,1401.08,12.97296296,0.045533117,0,0,0,0,0
20121130,GDN-Mo,28750,23,174.59,7.590869565,0.08,0,0,0,0,0
20121130,GSN-Brand,648,98,485.36,4.952653061,15.12345679,0,0,0,0,0
20121130,GSN-Brand-Mob,179,8,29.07,3.63375,4.469273743,0,0,0,0,0
20121130,GSN-Competitor,183,5,104.57,20.914,2.732240437,0,0,0,0,0
20121130,GSN-Competitor-Mob,68,6,50.42,8.403333333,8.823529412,0,0,0,0,0
20121130,GSN-Generic,6337,119,2585.24,21.72470588,1.877860186,0,0,0,0,0
20121130,GSN-Generic-Mob,504,8,88.09,11.01125,1.587301587,0,0,0,0,0
20121130,GSN-Product,403,7,108.62,15.51714286,1.736972705,0,0,0,0,0
20121130,GSN-Product-Mob,65,0,0,0,0,0,0,0,0,0
20121130,JARUNEE-Interests,278917,537,2413.09,4.493649907,0.192530394,0,0,0,0,0
20121130,JARUNEE-Placements,69845,110,462.19,4.201727273,0.157491589,0,0,0,0,0
20121130,JARUNEE-Topic,146275,123,461.68,3.753495935,0.08408819,0,0,0,0,0
20121130,MEDICAL-2410-3110-Placements,143786,244,1100.71,4.511106557,0.169696632,0,0,0,0,0
20121130,POLICY-2410-3110-Keywords,282907,271,1198.07,4.420922509,0.095791196,0,0,0,0,0
20121130,Remarketing,6555,16,133.94,8.37125,0.244088482,0,0,0,0,0
20121201,(not set),0,0,0,0,0,0,1028,3341,864,621
20121201,GDN-Desktop,257136,131,1477.26,11.27679389,0.050945803,0,0,0,0,0
20121201,GDN-Mo,11614,46,201.82,4.387391304,0.396073704,0,0,0,0,0
20121201,GSN-Brand,144,40,192.56,4.814,27.77777778,0,0,0,0,0
20121201,GSN-Brand-Mob,43,1,4.31,4.31,2.325581395,0,0,0,0,0
20121201,GSN-Competitor,56,6,121.86,20.31,10.71428571,0,0,0,0,0
20121201,GSN-Competitor-Mob,25,0,0,0,0,0,0,0,0,0
20121201,GSN-Generic,2140,32,682.24,21.32,1.495327103,0,0,0,0,0
20121201,GSN-Generic-Mob,429,3,23.46,7.82,0.699300699,0,0,0,0,0
20121201,GSN-Product,149,1,0.31,0.31,0.67114094,0,0,0,0,0
20121201,GSN-Product-Mob,38,0,0,0,0,0,0,0,0,0
20121201,Remarketing,157,0,0,0,0,0,0,0,0,0
20121202,(not set),0,0,0,0,0,0,1095,2519,955,505
20121202,GDN-Desktop,251603,98,1336.28,13.6355102,0.038950251,0,0,0,0,0
20121202,GDN-Mo,41075,40,197.73,4.94325,0.097382836,0,0,0,0,0
20121202,GSN-Brand,591,96,534.11,5.563645833,16.24365482,0,0,0,0,0
20121202,GSN-Brand-Mob,183,8,6.55,0.81875,4.371584699,0,0,0,0,0
20121202,GSN-Competitor,210,12,255.33,21.2775,5.714285714,0,0,0,0,0
20121202,GSN-Competitor-Mob,128,6,108.49,18.08166667,4.6875,0,0,0,0,0
20121202,GSN-Generic,7927,157,3379.83,21.52757962,1.980572726,0,0,0,0,0
20121202,GSN-Generic-Mob,1380,14,128.64,9.188571429,1.014492754,0,0,0,0,0
20121202,GSN-Product,571,7,97.22,13.88857143,1.22591944,0,0,0,0,0
20121202,GSN-Product-Mob,224,1,10.28,10.28,0.446428571,0,0,0,0,0
20121202,Remarketing,24437,49,371.07,7.572857143,0.200515612,0,0,0,0,0
20121203,(not set),0,0,0,0,0,0,2538,7339,2635,1035
20121203,4JRNE-1510-1910-Keywords,166264,266,1123.69,4.224398496,0.159986527,0,0,0,0,0
20121203,GDN-Desktop,101964,45,568.73,12.63844444,0.044133223,0,0,0,0,0
20121203,GDN-Mo,35260,42,220.44,5.248571429,0.119115145,0,0,0,0,0
20121203,GSN-Brand,1137,212,851.92,4.018490566,18.64555849,0,0,0,0,0
20121203,GSN-Brand-Mob,218,15,26.1,1.74,6.880733945,0,0,0,0,0
20121203,GSN-Competitor,275,15,313.44,20.896,5.454545455,0,0,0,0,0
20121203,GSN-Competitor-Mob,54,2,29.85,14.925,3.703703704,0,0,0,0,0
20121203,GSN-Generic,6116,127,2708.26,21.32488189,2.076520602,0,0,0,0,0
20121203,GSN-Generic-Mob,1062,8,75.64,9.455,0.753295669,0,0,0,0,0
20121203,GSN-Product,1165,13,193.15,14.85769231,1.115879828,0,0,0,0,0
20121203,GSN-Product-Mob,240,0,0,0,0,0,0,0,0,0
20121203,JARUNEE-Interests,320030,599,2800.92,4.675993322,0.187169953,0,0,0,0,0
20121203,JARUNEE-Placements,109018,152,559.85,3.683223684,0.139426517,0,0,0,0,0
20121203,JARUNEE-Topic,111268,137,560.32,4.089927007,0.123126146,0,0,0,0,0
20121203,Remarketing,38314,55,481.66,8.757454545,0.14355066,0,0,0,0,0
20121204,(not set),0,0,0,0,0,0,2623,7352,2501,1284
20121204,4JRNE-1510-1910-Keywords,179046,255,1105.36,4.334745098,0.142421501,0,0,0,0,0
20121204,GDN-Desktop,88889,47,560.29,11.92106383,0.052874934,0,0,0,0,0
20121204,GDN-Mo,216035,61,216.44,3.548196721,0.028236165,0,0,0,0,0
20121204,GSN-Brand,1291,263,1194.06,4.540152091,20.3718048,0,0,0,0,0
20121204,GSN-Brand-Mob,212,27,71.87,2.661851852,12.73584906,0,0,0,0,0
20121204,GSN-Competitor,243,11,231.85,21.07727273,4.526748971,0,0,0,0,0
20121204,GSN-Competitor-Mob,56,3,29.21,9.736666667,5.357142857,0,0,0,0,0
20121204,GSN-Generic,5191,128,2729.94,21.32765625,2.465806203,0,0,0,0,0
20121204,GSN-Generic-Mob,600,12,102.92,8.576666667,2,0,0,0,0,0
20121204,GSN-Product,868,28,263.98,9.427857143,3.225806452,0,0,0,0,0
20121204,GSN-Product-Mob,181,5,20.95,4.19,2.762430939,0,0,0,0,0
20121204,JARUNEE-Interests,349514,604,2755.39,4.561903974,0.17281139,0,0,0,0,0
20121204,JARUNEE-Placements,105734,143,559.6,3.913286713,0.135245049,0,0,0,0,0
20121204,JARUNEE-Topic,99672,144,551.36,3.828888889,0.144473874,0,0,0,0,0
20121204,Remarketing,43089,73,657.1,9.001369863,0.169416789,0,0,0,0,0
20121205,(not set),0,0,0,0,0,0,1868,3499,1674,542
20121205,4JRNE-1510-1910-Keywords,164146,299,1092.68,3.654448161,0.182154911,0,0,0,0,0
20121205,GDN-Desktop,66731,46,557.24,12.11391304,0.068933479,0,0,0,0,0
20121205,GDN-Mo,204349,46,214.36,4.66,0.022510509,0,0,0,0,0
20121205,GSN-Brand,611,116,508.92,4.387241379,18.98527005,0,0,0,0,0
20121205,GSN-Brand-Mob,155,11,24.72,2.247272727,7.096774194,0,0,0,0,0
20121205,GSN-Competitor,124,9,168.3,18.7,7.258064516,0,0,0,0,0
20121205,GSN-Competitor-Mob,53,1,3.31,3.31,1.886792453,0,0,0,0,0
20121205,GSN-Generic,3564,56,1181.25,21.09375,1.571268238,0,0,0,0,0
20121205,GSN-Generic-Mob,683,12,139.43,11.61916667,1.756954612,0,0,0,0,0
20121205,GSN-Product,567,10,96,9.6,1.76366843,0,0,0,0,0
20121205,GSN-Product-Mob,229,5,52.45,10.49,2.183406114,0,0,0,0,0
20121205,JARUNEE-Interests,312803,599,2714.76,4.532153589,0.191494327,0,0,0,0,0
20121205,JARUNEE-Placements,93589,119,544.1,4.572268908,0.127151695,0,0,0,0,0
20121205,JARUNEE-Topic,125919,145,546.34,3.767862069,0.115153392,0,0,0,0,0
20121205,Remarketing,31860,53,515.77,9.731509434,0.166352793,0,0,0,0,0
20121206,(not set),0,0,0,0,0,0,2532,7315,2483,1211
20121206,4JRNE-1510-1910-Keywords,203186,272,1061.47,3.902463235,0.133867491,0,0,0,0,0
20121206,GDN-Desktop,68628,42,538.42,12.81952381,0.06119951,0,12,24,18,0
20121206,GDN-Mo,135917,38,219.8,5.784210526,0.027958239,0,0,6,6,0
20121206,GSN-Brand,1306,244,1176.31,4.820942623,18.68300153,0,6,43,30,0
20121206,GSN-Brand-Mob,213,14,51.61,3.686428571,6.572769953,0,0,0,0,0
20121206,GSN-Competitor,262,21,357.31,17.0147619,8.015267176,0,6,6,6,0
20121206,GSN-Competitor-Mob,56,2,21.18,10.59,3.571428571,0,0,0,0,0
20121206,GSN-Generic,5051,92,1703.8,18.51956522,1.821421501,0,12,18,18,0
20121206,GSN-Generic-Mob,649,12,107.41,8.950833333,1.848998459,0,0,0,0,0
20121206,GSN-Product,905,17,143.43,8.437058824,1.878453039,0,0,6,6,0
20121206,GSN-Product-Mob,275,3,22.63,7.543333333,1.090909091,0,0,0,0,0
20121206,JARUNEE-Interests,314696,552,2654.4,4.808695652,0.175407377,0,0,0,0,0
20121206,JARUNEE-Placements,85197,113,534.08,4.726371681,0.132633778,0,0,0,0,0
20121206,JARUNEE-Topic,143392,145,536.85,3.702413793,0.101121401,0,0,0,0,0
20121206,Remarketing,51722,88,895.64,10.17772727,0.170140366,0,6,12,6,0
20121207,(not set),0,0,0,0,0,0,2325,6895,2167,1102
20121207,4JRNE-1510-1910-Keywords,170187,253,1032.47,4.080909091,0.148660003,0,0,0,0,0
20121207,GDN-Desktop,69564,39,517.71,13.27461538,0.056063481,0,30,73,43,0
20121207,GDN-Mo,89968,30,201.96,6.732,0.033345189,0,6,6,6,0
20121207,GSN-Brand,1219,227,1019.76,4.492334802,18.62182116,0,110,256,146,0
20121207,GSN-Brand-Mob,212,5,3.43,0.686,2.358490566,0,0,6,0,0
20121207,GSN-Competitor,240,12,252.15,21.0125,5,0,12,37,24,0
20121207,GSN-Competitor-Mob,64,2,38.44,19.22,3.125,0,0,0,0,0
20121207,GSN-Generic,4859,103,2006.81,19.48359223,2.119777732,0,49,103,91,0
20121207,GSN-Generic-Mob,813,12,118.84,9.903333333,1.47601476,0,0,0,0,0
20121207,GSN-Product,795,12,196.43,16.36916667,1.509433962,0,12,12,12,0
20121207,GSN-Product-Mob,258,5,53.64,10.728,1.937984496,0,0,0,0,0
20121207,JARUNEE-Interests,315587,567,2576.42,4.543950617,0.179665195,0,0,0,0,0
20121207,JARUNEE-Placements,90480,112,514.24,4.591428571,0.123784262,0,0,0,0,0
20121207,JARUNEE-Topic,133302,126,518.98,4.118888889,0.094522213,0,0,0,0,0
20121207,Remarketing,49945,88,835.61,9.495568182,0.176193813,0,0,30,24,0
20121208,(not set),0,0,0,0,0,0,943,2988,706,694
20121208,GDN-Desktop,36595,25,297.96,11.9184,0.068315344,0,43,49,49,0
20121208,GDN-Mo,63847,27,136.32,5.048888889,0.042288596,0,6,6,6,0
20121208,GSN-Brand,722,122,667.42,5.470655738,16.89750693,0,55,201,134,0
20121208,GSN-Brand-Mob,151,7,31.18,4.454285714,4.635761589,0,0,0,0,0
20121208,GSN-Competitor,180,9,161.65,17.96111111,5,0,0,6,6,0
20121208,GSN-Competitor-Mob,73,2,28.44,14.22,2.739726027,0,0,0,0,0
20121208,GSN-Generic,2996,64,1254.87,19.60734375,2.136181575,0,55,61,61,0
20121208,GSN-Generic-Mob,1197,6,62.35,10.39166667,0.501253133,0,0,0,0,0
20121208,GSN-Product,573,12,156.88,13.07333333,2.094240838,0,6,12,12,0
20121208,GSN-Product-Mob,215,0,0,0,0,0,0,0,0,0
20121208,JARUNEE-Interests,6,0,0,0,0,0,0,0,0,0
20121208,Remarketing,46671,73,553.69,7.584794521,0.156414047,0,12,97,73,0
20121209,(not set),0,0,0,0,0,0,669,1941,456,590
20121209,GDN-Desktop,39629,27,309.71,11.47074074,0.068131924,0,18,30,18,0
20121209,GDN-Mo,50908,19,106.62,5.611578947,0.037322228,0,18,18,18,0
20121209,GSN-Brand,489,89,471.88,5.302022472,18.200409,0,37,140,103,0
20121209,GSN-Brand-Mob,181,7,21.39,3.055714286,3.867403315,0,0,0,0,0
20121209,GSN-Competitor,100,8,114.65,14.33125,8,0,18,18,18,0
20121209,GSN-Competitor-Mob,74,4,40.47,10.1175,5.405405405,0,0,0,0,0
20121209,GSN-Generic,2461,50,938.01,18.7602,2.031694433,0,24,37,37,0
20121209,GSN-Generic-Mob,1243,11,113.28,10.29818182,0.884955752,0,0,0,0,0
20121209,GSN-Product,358,9,142.61,15.84555556,2.51396648,0,0,6,6,0
20121209,GSN-Product-Mob,203,1,16.67,16.67,0.492610837,0,0,0,0,0
20121209,Remarketing,40516,63,439.5,6.976190476,0.155494126,0,0,73,67,0
20121210,(not set),0,0,0,0,0,0,1820,3828,1607,828
20121210,4JRNE-1510-1910-Keywords,256080,274,1120.19,4.088284672,0.106997813,0,0,0,0,0
20121210,GDN-Desktop,65616,34,348.8,10.25882353,0.05181663,0,24,79,55,0
20121210,GDN-Mo,103262,22,119.72,5.441818182,0.02130503,0,0,0,0,0
20121210,GSN-Brand,811,151,716.33,4.743907285,18.6189889,0,37,134,91,0
20121210,GSN-Brand-Mob,141,4,7.62,1.905,2.836879433,0,0,0,0,0
20121210,GSN-Competitor,182,15,227.52,15.168,8.241758242,0,0,0,0,0
20121210,GSN-Competitor-Mob,69,1,7.78,7.78,1.449275362,0,0,0,0,0
20121210,GSN-Generic,3845,102,1990.16,19.51137255,2.652795839,0,79,91,91,0
20121210,GSN-Generic-Mob,961,12,169.58,14.13166667,1.248699272,0,0,0,0,0
20121210,GSN-Product,552,8,102.82,12.8525,1.449275362,0,6,6,6,0
20121210,GSN-Product-Mob,248,1,12.57,12.57,0.403225806,0,0,0,0,0
20121210,JARUNEE-Interests,367470,671,2810.04,4.187839046,0.18259994,0,0,0,0,0
20121210,JARUNEE-Placements,145355,120,561.97,4.683083333,0.0825565,0,0,0,0,0
20121210,JARUNEE-Topic,157832,147,566.75,3.855442177,0.093137006,0,0,0,0,0
20121210,Remarketing,48779,78,631.35,8.094230769,0.159904877,0,12,116,103,0
20121211,(not set),0,0,0,0,0,0,2282,7358,2319,1272
20121211,4JRNE-1510-1910-Keywords,205120,255,1102.61,4.323960784,0.124317473,0,0,0,0,0
20121211,GDN-Desktop,40867,25,354.2,14.168,0.061174052,0,24,37,24,0
20121211,GDN-Mo,77148,24,115.3,4.804166667,0.031109037,0,24,37,37,0
20121211,GSN-Brand,1496,299,1237.85,4.139966555,19.98663102,0,128,292,201,0
20121211,GSN-Brand-Mob,215,9,30.62,3.402222222,4.186046512,0,0,0,0,0
20121211,GSN-Competitor,288,21,289.06,13.7647619,7.291666667,0,12,18,18,0
20121211,GSN-Competitor-Mob,103,0,0,0,0,0,0,0,0,0
20121211,GSN-Generic,5285,133,2276.63,17.1175188,2.516556291,0,67,110,103,0
20121211,GSN-Generic-Mob,722,13,139.45,10.72692308,1.800554017,0,6,6,6,0
20121211,GSN-Product,668,28,297.97,10.64178571,4.191616766,0,18,49,43,0
20121211,GSN-Product-Mob,227,2,15.12,7.56,0.881057269,0,0,0,0,0
20121211,JARUNEE-Interests,339327,575,2750.34,4.7832,0.169453064,0,0,0,0,0
20121211,JARUNEE-Placements,102011,119,550.93,4.629663866,0.116654086,0,0,0,0,0
20121211,JARUNEE-Topic,148710,133,554.65,4.170300752,0.089435815,0,0,0,0,0
20121211,Remarketing,58067,80,768.29,9.603625,0.137771884,0,0,73,55,0
20121212,(not set),0,0,0,0,0,0,2173,7041,2118,1205
